市区町村,月,回収施設数合計,延べ宿泊者数,実宿泊者数,外国人延べ宿泊者数,外国人実宿泊者数,定員稼働率,利用客室数,客室稼働率
神奈川県足柄下郡湯河原町,11月,10,11639,10865,146,113,35.2,5205,68.0
神奈川県足柄下郡箱根町,1月,86,176578,146021,48779,37710,44.2,72729,61.1
神奈川県足柄下郡箱根町,2月,83,157291,135399,37707,29805,45.5,64623,62.9
神奈川県足柄下郡箱根町,3月,77,183896,152845,49992,39437,52.3,72692,70.4
神奈川県足柄下郡箱根町,4月,79,163351,134451,69391,55136,50.8,67242,71.1
神奈川県足柄下郡箱根町,5月,76,167650,140609,54053,41673,50.1,69745,71.1
神奈川県足柄下郡箱根町,6月,83,149271,127447,42230,33154,43.2,60528,59.5
神奈川県足柄下郡箱根町,7月,79,156162,128326,38265,30504,44.5,61412,59.2
神奈川県足柄下郡箱根町,8月,75,193668,164175,32900,26208,56.9,73302,71.9
神奈川県足柄下郡箱根町,9月,73,155902,131154,46668,36559,46.6,64607,66.4
神奈川県足柄下郡箱根町,10月,72,172246,146546,69721,55030,54.1,75274,78.3
神奈川県足柄下郡箱根町,11月,73,172782,146611,52647,40405,55.8,72193,80.5
神奈川県足柄下郡箱根町,12月,64,176617,151317,45074,35878,51.3,71500,71.2
神奈川県鎌倉市,1月,14,31530,24789,8468,5671,56.0,16433,64.9
神奈川県鎌倉市,2月,11,25817,21127,5873,4115,54.8,13430,72.1
神奈川県鎌倉市,3月,13,29860,24637,5200,3613,55.7,15010,62.0
神奈川県鎌倉市,4月,15,34714,25336,10640,6943,62.4,15858,63.5
神奈川県鎌倉市,5月,13,37008,24984,10404,5706,67.4,15923,64.1
神奈川県鎌倉市,6月,14,45059,31869,14439,8464,80.4,21366,85.3
神奈川県鎌倉市,7月,13,29817,23487,9118,6935,64.9,15651,76.4
神奈川県鎌倉市,8月,13,36273,29322,9161,6346,78.9,16817,82.1
神奈川県鎌倉市,9月,11,22572,17959,4896,3084,62.2,12061,72.8
神奈川県鎌倉市,10月,12,26143,19822,8548,5123,65.0,13127,72.0
神奈川県鎌倉市,11月,13,29830,22344,5993,3006,67.0,14795,74.6
神奈川県鎌倉市,12月,14,30795,22738,6318,4464,65.1,14160,67.7
福井県あわら市,1月,18,33918,32887,1136,1094,21.7,12786,37.7
福井県あわら市,2月,17,36866,35423,990,893,24.4,13662,44.4
福井県あわら市,3月,17,50072,48104,554,498,30.9,17593,52.7
福井県あわら市,4月,16,34753,32014,915,870,23.8,12957,41.3
福井県あわら市,5月,17,37591,35595,893,749,24.4,13304,40.0
福井県あわら市,6月,16,29361,28553,345,297,19.7,11967,39.9
福井県あわら市,7月,14,33934,32280,135,127,30.4,11583,48.2
福井県あわら市,8月,14,54275,50957,255,242,49.8,16533,64.4
福井県あわら市,9月,17,35430,34345,229,221,23.8,12970,40.3
福井県あわら市,10月,15,34498,33465,892,816,24.9,13227,48.3
福井県あわら市,11月,13,40298,38370,777,640,39.6,14878,67.7
福井県あわら市,12月,17,42292,41099,827,663,27.0,16070,50.8
福井県福井市,1月,18,50613,42124,2860,2366,42.7,39986,54.8
福井県福井市,2月,19,54598,45801,3229,2612,50.0,43016,64.9
福井県福井市,3月,20,78308,66515,3462,2990,59.1,60667,73.8
福井県福井市,4月,18,72703,58980,4829,4218,58.8,57815,74.7
福井県福井市,5月,17,76229,62458,3920,3294,60.5,60095,75.4
福井県福井市,6月,17,59098,47042,3441,2377,48.5,47181,61.2
福井県福井市,7月,18,69912,59315,1944,1403,58.7,56355,77.5
福井県福井市,8月,17,72324,58260,906,604,69.7,52632,80.5
福井県福井市,9月,16,58447,47843,1723,1053,63.2,49718,80.1
福井県福井市,10月,17,64000,53351,2057,1270,61.9,53502,82.1
福井県福井市,11月,18,79973,67799,3407,2337,67.7,64573,87.2
福井県福井市,12月,17,58121,48557,2292,1821,53.3,45800,69.4
福岡県久留米市,2月,10,24268,19170,859,652,61.1,20921,69.6
福岡県久留米市,3月,10,26435,21271,1104,854,60.1,22641,68.0
福岡県久留米市,4月,10,24049,18206,1083,794,56.5,20603,63.9
福岡県久留米市,5月,10,26334,20525,1583,1264,59.9,22402,67.3
福岡県久留米市,6月,10,24276,18902,1291,991,57.0,21341,66.2
福岡県久留米市,7月,11,28237,21477,1775,1203,57.0,22844,63.4
福岡県久留米市,8月,11,34919,26679,1217,785,70.4,20366,56.5
福岡県久留米市,10月,10,27219,21366,1250,786,59.8,17834,53.7
福岡県久留米市,11月,10,30580,24240,1599,1187,69.4,24490,76.2
福岡県久留米市,12月,10,24373,17518,1172,786,59.2,19394,64.9
福岡県北九州市,1月,35,126692,99727,18322,14013,51.0,99796,63.8
福岡県北九州市,2月,33,117366,91777,11017,8941,57.7,95897,74.4
福岡県北九州市,3月,35,137080,109027,14188,10623,60.1,108563,75.0
福岡県北九州市,4月,36,131077,96538,17598,13534,54.2,105190,69.2
福岡県北九州市,5月,34,135333,103576,16109,11536,55.0,105229,68.3
福岡県北九州市,6月,32,109993,87139,12606,8890,52.0,87307,65.5
福岡県北九州市,7月,32,121045,95051,11387,7982,59.7,96988,74.4
福岡県北九州市,8月,34,150970,121836,15491,9785,62.2,110117,72.6
福岡県北九州市,9月,34,130776,104308,12144,8617,54.6,106597,70.8
福岡県北九州市,10月,33,147667,117112,19758,13871,60.3,119906,77.7
福岡県北九州市,11月,33,148262,118043,17113,11605,62.6,120444,80.6
福岡県北九州市,12月,35,146817,119395,18269,12746,58.9,115886,73.9
福岡県福岡市,1月,122,739028,519321,340485,206040,66.0,470683,76.4
福岡県福岡市,2月,115,677689,494639,266083,166269,70.7,432942,81.8
福岡県福岡市,3月,114,744890,523145,307783,186848,70.5,466074,80.5
福岡県福岡市,4月,115,767956,527375,365038,220593,72.7,487502,84.0
福岡県福岡市,5月,117,722784,519224,331031,207075,68.1,463717,79.6
福岡県福岡市,6月,123,716481,507156,332654,204330,65.8,460530,76.4
福岡県福岡市,7月,114,637039,457661,248576,151432,62.9,428211,74.9
福岡県福岡市,8月,109,703749,496967,289254,168899,71.3,428947,79.9
福岡県福岡市,9月,112,652114,462505,257899,152639,67.4,432910,80.3
福岡県福岡市,10月,115,722598,533983,307374,200750,71.4,483662,86.1
福岡県福岡市,11月,108,665168,477087,266357,161624,71.5,433605,86.0
福岡県福岡市,12月,115,757496,540093,357431,222200,71.0,469696,81.3
福島県いわき市,1月,34,73606,60726,289,195,38.0,44340,56.3
福島県いわき市,2月,34,75927,62114,245,181,45.6,45518,66.9
福島県いわき市,3月,34,96772,78634,426,273,49.8,53877,67.9
福島県いわき市,4月,33,72840,57500,295,246,39.3,43378,57.7
福島県いわき市,5月,31,65894,50872,472,373,44.0,43667,65.3
福島県いわき市,6月,30,77169,61294,18991,16923,44.2,41835,63.0
福島県いわき市,7月,31,97833,80057,410,253,51.9,50968,68.8
福島県いわき市,8月,29,114546,95284,259,156,64.1,51469,74.3
福島県いわき市,9月,29,85058,62047,267,204,52.2,45635,68.9
福島県いわき市,10月,30,91751,74612,437,336,49.5,50474,68.0
福島県いわき市,11月,31,91384,75817,3425,2456,50.6,52343,69.8
福島県いわき市,12月,28,85353,69497,326,224,48.0,48391,66.9
福島県会津若松市,1月,21,48538,40315,6195,5385,32.7,28645,58.3
福島県会津若松市,2月,19,43356,36509,6288,5494,35.2,24853,59.0
福島県会津若松市,3月,17,51901,45626,2887,2676,39.1,27571,61.6
福島県会津若松市,4月,21,57706,48650,3457,2851,41.4,32544,69.5
福島県会津若松市,5月,19,60891,51512,1665,1409,41.2,32903,69.3
福島県会津若松市,6月,19,58098,49745,1443,1280,41.5,34660,74.8
福島県会津若松市,7月,21,58942,52820,1605,1423,39.1,33922,69.7
福島県会津若松市,8月,21,75942,69831,1404,1246,51.6,38981,80.1
福島県会津若松市,9月,20,59369,51397,1287,1043,42.6,34202,75.3
福島県会津若松市,10月,19,66771,62212,3303,2963,46.2,38999,81.4
福島県会津若松市,11月,19,61417,54352,4093,3490,45.2,36269,79.7
福島県会津若松市,12月,20,51912,44959,3426,2954,35.8,29403,61.2
福島県福島市,1月,25,53257,44131,3815,3342,36.5,34432,55.0
福島県福島市,2月,25,45627,38565,4220,3893,35.3,32801,60.0
福島県福島市,3月,25,57936,49148,2797,2449,40.4,38070,62.9
福島県福島市,4月,25,60178,50546,5182,4244,43.4,39296,67.1
福島県福島市,5月,24,55061,46341,2457,2138,40.4,37493,63.3
福島県福島市,6月,26,54944,44778,2206,1807,38.5,40713,66.0
福島県福島市,7月,27,64287,53421,2434,2098,43.0,45142,70.2
福島県福島市,8月,25,75025,63069,2256,1989,52.4,45116,74.6
福島県福島市,9月,23,54966,45764,1865,1712,41.3,36948,67.9
福島県福島市,10月,25,66156,57978,3197,2852,46.2,45422,75.1
福島県福島市,11月,23,57173,52224,3605,3098,43.7,36964,70.2
福島県福島市,12月,23,53019,45200,3475,2973,39.2,34261,63.0
福島県耶麻郡猪苗代町,1月,11,29700,24221,4412,4160,30.3,10799,45.3
福島県耶麻郡猪苗代町,2月,12,33761,27663,6246,5904,35.0,12220,53.1
福島県耶麻郡猪苗代町,3月,10,19199,15872,3710,3344,18.8,7457,30.6
福島県耶麻郡猪苗代町,4月,10,16610,14650,4036,3645,17.4,7815,34.0
福島県耶麻郡猪苗代町,5月,10,19575,16494,2588,2208,19.9,8019,33.8
福島県耶麻郡猪苗代町,7月,10,18932,16997,739,613,20.4,6746,29.6
福島県耶麻郡猪苗代町,8月,11,37370,33886,1573,1100,36.9,11483,47.0
福島県耶麻郡猪苗代町,10月,10,22814,21184,2725,2506,26.6,10173,47.6
福島県郡山市,1月,23,56291,47394,1868,1558,36.7,42818,57.9
福島県郡山市,2月,23,55619,46618,2317,1750,40.1,43344,64.9
福島県郡山市,3月,22,58302,48590,1259,799,40.2,44293,65.6
福島県郡山市,4月,25,68342,55209,3823,2713,44.0,52636,69.3
福島県郡山市,5月,23,59144,49937,1006,705,39.9,43230,62.6
福島県郡山市,6月,23,50996,41753,1207,796,36.7,41229,64.8
福島県郡山市,7月,22,56207,44967,968,701,38.9,47159,72.1
福島県郡山市,8月,21,76760,63622,1149,799,54.8,50122,77.0
福島県郡山市,9月,24,64095,53310,1324,946,43.6,50220,71.9
福島県郡山市,10月,25,72884,59997,2422,1729,45.4,55855,74.4
福島県郡山市,11月,22,69748,59071,2586,1771,50.7,53026,79.4
福島県郡山市,12月,21,54527,45347,1575,1102,40.5,41339,65.0
秋田県仙北市,1月,14,16570,12484,3176,2732,24.1,8814,39.7
秋田県仙北市,2月,15,12366,8789,1754,1308,21.9,6892,36.2
秋田県仙北市,3月,16,15930,12137,1992,1640,22.0,8316,35.3
秋田県仙北市,4月,15,19802,14196,2758,2346,29.0,10013,45.0
秋田県仙北市,5月,15,31218,21072,1327,1075,44.2,14718,64.1
秋田県仙北市,6月,16,27581,17543,1136,922,39.3,13954,61.2
秋田県仙北市,7月,13,21336,12334,668,503,36.7,10945,54.7
秋田県仙北市,8月,13,23979,15277,788,637,41.2,11042,55.2
秋田県仙北市,9月,14,24508,13595,755,494,41.8,13787,69.5
秋田県仙北市,10月,14,25526,14824,1614,1149,42.1,14417,70.4
秋田県仙北市,11月,12,16086,9745,927,729,31.7,9259,53.7
秋田県仙北市,12月,13,8084,5837,948,777,13.8,4536,23.0
秋田県大館市,7月,10,16629,12539,182,119,49.1,14697,77.1
秋田県大館市,8月,10,18630,14372,285,195,55.0,14474,75.9
秋田県大館市,10月,10,16873,12791,472,278,49.8,14828,77.8
秋田県大館市,11月,10,13873,10585,264,132,42.3,12153,65.9
秋田県横手市,1月,14,13690,10397,279,185,26.6,11346,43.7
秋田県横手市,2月,13,11609,9434,541,387,28.7,9388,53.0
秋田県横手市,3月,12,9933,7694,147,114,24.8,7999,50.9
秋田県横手市,4月,13,14099,10680,258,199,32.5,11446,60.3
秋田県横手市,5月,12,13336,9768,129,92,33.3,10209,65.0
秋田県横手市,6月,13,16862,13485,213,139,38.9,13660,71.9
秋田県横手市,7月,13,17900,14097,165,124,40.0,14316,73.0
秋田県横手市,8月,13,20914,15515,449,316,44.7,14923,67.7
秋田県横手市,9月,12,13671,10474,138,91,35.3,10816,71.1
秋田県横手市,10月,13,18812,14958,296,225,42.0,15495,79.0
秋田県横手市,11月,11,13243,9817,346,246,35.8,10873,72.9
秋田県横手市,12月,12,10989,8517,269,213,27.4,9174,58.4
秋田県由利本荘市,1月,10,8258,5079,252,240,23.6,7058,40.0
秋田県由利本荘市,4月,10,8497,5549,119,101,25.1,7281,42.7
秋田県由利本荘市,8月,10,14552,10292,414,367,41.6,11254,63.8
秋田県由利本荘市,9月,10,11534,7428,411,371,34.1,9978,58.5
秋田県由利本荘市,10月,10,13788,8963,356,200,39.4,12211,69.2
秋田県秋田市,1月,21,45604,35342,1744,1253,34.0,37044,53.8
秋田県秋田市,2月,19,42004,34582,1546,1176,35.9,35278,57.9
秋田県秋田市,3月,18,42259,33225,958,751,34.3,35781,57.1
秋田県秋田市,4月,21,46264,36029,2969,2016,36.7,37656,59.7
秋田県秋田市,5月,20,44336,32578,1812,1339,36.8,33543,58.1
秋田県秋田市,6月,20,47725,37031,1799,1120,39.4,39002,65.2
秋田県秋田市,7月,19,55347,42461,2198,1603,44.0,44906,70.9
秋田県秋田市,8月,17,56716,44646,2854,2298,47.7,39987,68.3
秋田県秋田市,9月,17,42916,32978,963,754,37.8,35862,63.9
秋田県秋田市,10月,20,60595,47440,2914,1954,45.4,49749,72.1
秋田県秋田市,11月,20,52187,39785,2164,1470,40.4,43423,65.1
秋田県秋田市,12月,20,37735,31135,1132,826,28.3,31970,46.4
群馬県利根郡みなかみ町,1月,18,42518,34929,4636,3410,37.9,15829,60.0
群馬県利根郡みなかみ町,2月,25,31495,26636,1385,777,34.6,12698,56.3
群馬県利根郡みなかみ町,3月,26,33777,30479,2856,2301,31.5,13934,53.8
群馬県利根郡みなかみ町,4月,19,21778,19685,706,612,20.6,8640,32.6
群馬県利根郡みなかみ町,5月,16,28370,24828,1966,1445,28.6,12936,55.0
群馬県利根郡みなかみ町,6月,19,29739,25583,1157,901,27.1,13582,52.5
群馬県利根郡みなかみ町,7月,20,35690,30674,1762,1494,30.8,15230,53.1
群馬県利根郡みなかみ町,8月,18,53743,45565,1047,854,47.2,19684,72.6
群馬県利根郡みなかみ町,9月,19,30135,27004,1260,1039,28.7,13813,52.6
群馬県利根郡みなかみ町,10月,20,37410,33291,1237,1067,32.7,16676,58.1
群馬県利根郡みなかみ町,11月,18,32709,30188,1075,786,30.6,14299,56.0
群馬県利根郡みなかみ町,12月,18,27316,23489,3900,3053,25.3,11016,43.4
群馬県利根郡片品村,1月,14,1338,1171,14,8,6.9,660,15.4
群馬県利根郡片品村,2月,14,1404,1255,27,27,8.0,542,14.0
群馬県利根郡片品村,3月,13,872,776,0,0,5.1,355,9.3
群馬県利根郡片品村,5月,10,916,804,21,18,6.5,488,15.1
群馬県利根郡片品村,6月,12,1179,1103,53,33,7.4,793,22.2
群馬県利根郡片品村,7月,13,4188,3297,24,24,17.0,1421,27.3
群馬県利根郡片品村,8月,11,4233,3250,2,2,19.0,1492,31.5
群馬県利根郡片品村,9月,13,1793,1682,26,26,7.5,790,16.0
群馬県利根郡片品村,10月,11,1110,1019,35,35,4.9,922,19.3
群馬県利根郡片品村,11月,11,470,454,6,6,2.2,206,4.7
群馬県利根郡片品村,12月,11,785,641,0,0,3.6,264,5.8
群馬県前橋市,1月,15,26682,21168,848,740,40.0,22102,55.7
群馬県前橋市,2月,13,19936,16819,547,420,40.5,15213,59.2
群馬県前橋市,3月,15,33116,27060,873,636,49.7,26589,67.0
群馬県前橋市,4月,14,25922,20219,711,528,43.2,22028,65.0
群馬県前橋市,5月,14,28508,22404,612,507,46.0,22147,63.2
群馬県前橋市,6月,13,25389,20428,654,548,43.8,21250,65.6
群馬県前橋市,7月,14,30370,24616,507,388,49.0,24417,69.7
群馬県前橋市,8月,11,20445,16843,544,374,49.7,15519,66.9
群馬県前橋市,9月,13,26517,20710,718,463,45.8,21632,66.8
群馬県前橋市,10月,14,28655,23024,930,730,46.2,24584,70.2
群馬県前橋市,11月,14,30830,24770,2063,1483,51.4,26428,78.0
群馬県前橋市,12月,14,30072,23827,1377,1009,48.5,25548,72.9
群馬県吾妻郡嬬恋村,1月,12,27327,18729,5063,2137,20.8,11493,30.2
群馬県吾妻郡嬬恋村,2月,11,24552,16892,4950,2506,21.0,10889,32.4
群馬県吾妻郡嬬恋村,3月,13,22708,18085,4151,3514,16.6,10373,26.4
群馬県吾妻郡嬬恋村,4月,10,25534,21661,5855,4979,26.5,12113,43.0
群馬県吾妻郡嬬恋村,7月,10,26017,19878,955,889,31.2,11599,47.1
群馬県吾妻郡嬬恋村,11月,10,31979,29539,5932,5840,33.2,14301,48.9
群馬県吾妻郡草津町,1月,16,66100,57971,10305,8379,44.6,25813,71.4
群馬県吾妻郡草津町,2月,16,71598,58613,7437,6518,53.5,25116,76.9
群馬県吾妻郡草津町,3月,16,84624,77322,6904,6092,57.1,28211,78.0
群馬県吾妻郡草津町,4月,17,70720,64213,5758,5108,47.7,26830,73.2
群馬県吾妻郡草津町,5月,14,51380,48275,2869,2599,46.3,19528,68.1
群馬県吾妻郡草津町,6月,16,65352,59769,2361,2064,45.6,25958,74.2
群馬県吾妻郡草津町,7月,16,62008,57285,1788,1572,44.4,21527,60.9
群馬県吾妻郡草津町,8月,11,55531,51138,1242,1201,55.5,20098,81.9
群馬県吾妻郡草津町,9月,12,49309,46056,1590,1417,46.6,20301,78.9
群馬県吾妻郡草津町,10月,13,56755,54921,3636,3520,44.6,23738,75.9
群馬県吾妻郡草津町,11月,12,58978,55451,3749,3574,49.4,21676,73.8
群馬県吾妻郡草津町,12月,13,46755,42221,6636,5588,37.1,18905,60.7
群馬県渋川市,1月,21,50075,46232,930,847,30.5,18785,52.6
群馬県渋川市,2月,20,44016,41679,713,621,30.1,18145,57.3
群馬県渋川市,3月,22,66819,64239,1207,1121,38.8,24779,66.3
群馬県渋川市,4月,21,53671,51071,1619,1501,34.0,21686,63.1
群馬県渋川市,5月,19,51838,50086,1624,1547,34.9,20640,63.0
群馬県渋川市,6月,20,44513,43125,850,808,30.9,18427,57.4
群馬県渋川市,7月,22,48969,47243,653,596,30.5,20511,58.0
群馬県渋川市,8月,21,72380,69433,834,789,45.3,25106,71.9
群馬県渋川市,9月,20,50680,48778,751,690,34.5,21106,65.6
群馬県渋川市,10月,21,61837,60203,1386,1277,38.7,25427,72.8
群馬県渋川市,11月,20,67742,65529,1318,1211,45.7,25786,79.1
群馬県渋川市,12月,20,56629,52412,1114,987,37.0,20894,62.1
群馬県高崎市,1月,19,49333,37838,2916,1591,49.0,38869,59.1
群馬県高崎市,2月,17,41720,32279,2534,1285,55.0,35837,71.7
群馬県高崎市,3月,18,52529,40245,2372,1699,54.6,45852,70.2
群馬県高崎市,4月,17,50734,37899,2550,1671,55.2,45141,72.7
群馬県高崎市,5月,17,53129,40816,1603,1028,56.4,45726,71.7
群馬県高崎市,6月,17,50732,39779,1431,953,55.8,45168,72.3
群馬県高崎市,7月,18,55866,43554,1511,1122,58.1,49042,75.1
群馬県高崎市,8月,17,58468,44518,1567,1105,63.4,48508,78.8
群馬県高崎市,9月,17,53651,40920,1682,1088,58.8,46727,75.7
群馬県高崎市,10月,18,61580,47003,2293,1685,64.1,51817,79.4
群馬県高崎市,11月,15,50002,39146,2625,1986,69.0,44211,85.7
群馬県高崎市,12月,17,51373,40008,2694,1639,61.7,43974,75.1
茨城県つくば市,1月,12,23836,17587,1559,989,36.8,19113,50.5
茨城県つくば市,2月,11,24368,17664,1530,1180,43.1,20443,60.6
茨城県つくば市,3月,12,29040,20759,2130,1216,43.4,23683,62.3
茨城県つくば市,4月,11,21596,13509,1317,691,42.7,18400,58.9
茨城県つくば市,6月,10,15571,10616,1404,759,34.5,13202,50.8
茨城県ひたちなか市,5月,10,15288,12415,717,669,42.5,11961,68.7
茨城県ひたちなか市,8月,10,19257,15247,396,375,53.6,12836,73.7
茨城県ひたちなか市,9月,10,14777,12007,402,379,42.5,12417,73.6
茨城県日立市,1月,10,19598,16245,135,123,43.9,15931,72.7
茨城県日立市,4月,10,19671,16242,384,262,45.6,15173,71.5
茨城県水戸市,1月,20,48988,38121,3066,2128,40.1,40436,56.3
茨城県水戸市,2月,19,42984,31662,2721,1605,44.3,35873,61.6
茨城県水戸市,3月,16,43420,29917,3494,2021,58.0,32821,72.5
茨城県水戸市,4月,20,51186,36078,5641,3830,45.3,45232,70.1
茨城県水戸市,5月,17,47721,34256,4883,2956,48.1,36192,65.0
茨城県水戸市,6月,17,44870,29516,4432,2079,49.6,36081,67.7
茨城県水戸市,7月,16,42517,28378,4259,2295,48.1,31223,59.5
茨城県水戸市,8月,17,51054,36601,4910,2596,56.1,37617,69.9
茨城県水戸市,9月,18,55729,38897,7299,3739,57.4,44085,74.3
茨城県水戸市,10月,18,59009,43824,9264,6122,55.9,48427,79.3
茨城県水戸市,11月,17,54684,40117,7418,4581,56.3,43749,77.4
茨城県水戸市,12月,17,53309,38860,4614,2600,56.0,41765,71.2
茨城県神栖市,1月,14,25563,14850,230,113,30.6,20736,54.3
茨城県神栖市,2月,10,14365,7381,158,36,31.3,11025,56.6
茨城県神栖市,3月,10,19435,11541,191,91,33.2,15140,58.8
茨城県神栖市,4月,12,18103,9309,177,37,28.5,13724,57.7
茨城県神栖市,5月,12,20658,11970,244,102,28.1,16292,56.6
茨城県神栖市,8月,10,33860,18187,505,99,53.0,15771,60.7
茨城県神栖市,9月,10,17917,9409,1647,327,29.0,14123,56.2
茨城県神栖市,10月,10,16778,8890,920,162,27.8,15088,58.6
茨城県神栖市,11月,10,17969,10122,865,189,29.6,15668,60.7
茨城県神栖市,12月,11,19479,9189,269,45,33.1,14355,62.2
長崎県五島市,1月,14,51,24,0,0,2.2,55,8.1
長崎県五島市,2月,15,135,52,28,7,6.5,126,20.5
長崎県五島市,3月,11,125,61,32,4,8.1,53,13.2
長崎県五島市,4月,11,195,97,70,10,9.6,134,21.3
長崎県五島市,5月,10,192,104,42,7,11.5,129,26.0
長崎県佐世保市,1月,29,94737,81158,9731,7740,38.2,58960,49.8
長崎県佐世保市,2月,26,96935,84193,7128,5533,48.9,60874,62.0
長崎県佐世保市,3月,20,88753,75643,6497,5437,56.7,54872,69.3
長崎県佐世保市,4月,25,94466,79451,8054,6663,43.6,58999,57.9
長崎県佐世保市,5月,27,130403,111162,10993,8626,52.9,77134,65.6
長崎県佐世保市,6月,25,80508,69341,8683,7287,34.6,59759,54.8
長崎県佐世保市,7月,20,74573,62747,8858,7194,45.6,47226,59.4
長崎県佐世保市,8月,25,157922,138665,9271,7557,68.5,77151,72.3
長崎県佐世保市,9月,23,90365,79833,5427,4794,43.6,56024,56.8
長崎県佐世保市,10月,24,118203,104538,9245,7428,57.7,68786,69.3
長崎県佐世保市,11月,25,136140,121550,9409,7443,64.7,77715,76.6
長崎県佐世保市,12月,25,143410,128696,10296,7771,64.1,79298,74.6
長崎県松浦市,1月,10,3,3,0,0,0.2,1,0.2
長崎県松浦市,2月,11,24,24,0,0,1.8,11,2.6
長崎県松浦市,3月,11,42,35,0,0,2.8,17,3.7
長崎県諫早市,1月,16,18384,11025,336,167,32.7,16793,52.9
長崎県諫早市,2月,15,20451,13229,233,155,42.8,18269,70.4
長崎県諫早市,3月,16,25970,15662,394,206,46.2,20285,63.9
長崎県諫早市,4月,15,21729,13788,339,194,41.2,18951,64.3
長崎県諫早市,5月,15,21544,14868,477,336,40.8,16814,59.0
長崎県諫早市,6月,17,21482,14283,170,140,37.2,18434,54.6
長崎県諫早市,7月,16,26593,19308,121,61,47.5,21417,63.9
長崎県諫早市,8月,16,29358,21105,185,109,52.2,20954,66.1
長崎県諫早市,9月,14,18998,12407,257,100,38.7,14974,53.2
長崎県諫早市,10月,13,22049,15306,285,104,44.9,17895,64.9
長崎県諫早市,11月,13,21365,15508,180,125,46.1,17883,69.5
長崎県諫早市,12月,14,18707,11533,135,58,37.6,16113,57.8
長崎県長崎市,1月,40,116125,86576,13695,7967,43.6,85308,62.5
長崎県長崎市,2月,39,127867,94533,12700,7144,58.2,83938,77.1
長崎県長崎市,3月,40,160595,121260,17590,10668,58.2,97720,77.6
長崎県長崎市,4月,42,139947,107307,20020,12792,50.5,89561,71.5
長崎県長崎市,5月,41,159165,122880,16972,10693,59.9,97316,76.8
長崎県長崎市,6月,40,121668,94829,12010,8135,49.5,83543,66.8
長崎県長崎市,7月,45,155161,123138,12641,9058,49.8,101064,67.6
長崎県長崎市,8月,42,173488,133235,11176,6991,59.1,100901,75.1
長崎県長崎市,9月,38,114426,86572,11003,6784,50.2,76351,69.5
長崎県長崎市,10月,41,164146,127360,18121,10845,61.4,101777,82.6
長崎県長崎市,11月,41,166802,127455,19193,11362,64.9,100834,85.3
長崎県長崎市,12月,38,136441,103977,15569,8922,54.8,84883,76.1
長崎県雲仙市,1月,15,19339,17354,2267,2156,29.9,9704,47.4
長崎県雲仙市,2月,14,16846,15223,1659,1609,30.3,8877,50.6
長崎県雲仙市,3月,15,24612,22738,1606,1497,39.6,11821,60.1
長崎県雲仙市,4月,15,19572,17833,1556,1471,29.2,10068,48.6
長崎県雲仙市,5月,16,22851,20927,1196,1141,33.1,10642,50.0
長崎県雲仙市,6月,13,11579,9664,614,589,19.3,6417,35.3
長崎県雲仙市,7月,16,15685,14409,602,573,23.2,7688,37.0
長崎県雲仙市,8月,15,21965,20738,644,587,36.1,9949,51.9
長崎県雲仙市,9月,13,15041,13636,858,819,28.2,7696,47.4
長崎県雲仙市,10月,13,12862,12246,1257,1012,27.2,5870,48.9
長崎県雲仙市,11月,11,18985,17978,1796,1681,34.3,9057,62.8
長崎県雲仙市,12月,12,11500,10752,1053,949,24.8,5263,43.9
長野県上田市,1月,16,29559,22078,625,336,40.6,20178,57.3
長野県上田市,2月,15,27912,21129,655,380,43.5,20415,64.4
長野県上田市,3月,14,22400,18608,704,313,38.1,17920,60.7
長野県上田市,4月,14,25236,18635,1517,928,40.3,19176,60.8
長野県上田市,5月,12,28642,23693,854,522,47.3,21362,67.0
長野県上田市,6月,13,25806,19320,831,441,41.9,20338,64.9
長野県上田市,7月,15,34472,27713,583,408,54.1,25070,77.8
長野県上田市,8月,12,38715,30477,503,370,65.5,26018,82.0
長野県上田市,9月,11,28569,23079,1257,733,52.1,22325,74.0
長野県上田市,10月,15,34548,28394,1041,677,43.0,25472,71.1
長野県上田市,11月,14,29935,22250,798,500,40.4,22894,67.2
長野県上田市,12月,11,23256,20322,625,364,42.2,18442,65.4
長野県下伊那郡阿智村,1月,17,12521,12082,462,426,16.8,4920,28.1
長野県下伊那郡阿智村,2月,15,12540,12176,358,313,19.7,5337,36.0
長野県下伊那郡阿智村,3月,14,18286,17834,462,427,26.8,6691,41.5
長野県下伊那郡阿智村,4月,13,20564,19766,1563,1149,31.5,9256,60.7
長野県下伊那郡阿智村,5月,11,16574,15927,627,550,27.4,6165,43.6
長野県下伊那郡阿智村,6月,11,11942,11499,322,284,20.6,4809,35.0
長野県下伊那郡阿智村,7月,12,16874,16196,418,364,27.3,6863,48.3
長野県下伊那郡阿智村,8月,12,26543,25643,549,344,43.3,9801,67.6
長野県下伊那郡阿智村,9月,13,16481,15651,456,413,25.4,7103,46.6
長野県下伊那郡阿智村,10月,11,17562,16868,952,722,28.2,8066,64.2
長野県下伊那郡阿智村,11月,13,21608,21079,775,600,32.7,9005,59.4
長野県下伊那郡阿智村,12月,13,14787,14281,209,182,20.4,5993,36.1
長野県下高井郡山ノ内町,1月,17,64595,34138,21747,7067,42.0,28526,65.7
長野県下高井郡山ノ内町,2月,14,59718,33900,17997,5750,48.2,22902,63.3
